"filename", "language", "TypeScript React", "TypeScript", "Less", "XML", "CSS", "JSON", "JSON with Comments", "JavaScript", "Markdown", "HTML", "comment", "blank", "total"
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-business.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-circle.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-colorBorder.svg", "XML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-contact.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-desLine.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-designIcon.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-detail.svg", "XML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-discord.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-download.svg", "XML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-dribble.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-facebook.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-fun.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-gear.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-github.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-gointo.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-gradualArrow.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-instagram.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-jueJin.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-next.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-okjike.svg", "XML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-personal.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-product.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-squareGraphic.svg", "XML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
